,region,feat_importance
0,Precentral_L,0.036717259566402004
1,Precentral_R,0.019731333508119002
2,Frontal_Sup_L,-0.0003647360408496603
3,Frontal_Sup_R,-0.012422011930157888
4,Frontal_Sup_Orb_L,-0.033554218952423547
5,Frontal_Sup_Orb_R,0.06362228173133487
6,Frontal_Mid_L,-0.0026195372729301168
7,Frontal_Mid_R,-0.022851154351966763
8,Frontal_Mid_Orb_L,0.0051710667318598256
9,Frontal_Mid_Orb_R,0.06037637039170754
10,Frontal_Inf_Oper_L,0.013926202612623166
11,Frontal_Inf_Oper_R,-0.02681994342067422
12,Frontal_Inf_Tri_L,0.02300298887074641
13,Frontal_Inf_Tri_R,-0.03906958603570411
14,Frontal_Inf_Orb_L,0.0014553486484923273
15,Frontal_Inf_Orb_R,-0.007209144025011911
16,Rolandic_Oper_L,-0.014012308948002223
17,Rolandic_Oper_R,-0.02238628417183029
18,Supp_Motor_Area_L,-0.004190600531792175
19,Supp_Motor_Area_R,0.020758398281528746
20,Olfactory_L,0.019345228498075472
21,Olfactory_R,-0.029990870759871155
22,Frontal_Sup_Medial_L,0.00584018139421536
23,Frontal_Sup_Medial_R,0.03362984465993179
24,Frontal_Med_Orb_L,-0.002495033448875361
25,Frontal_Med_Orb_R,0.02064329666420944
26,Rectus_L,0.007804604310767296
27,Rectus_R,0.06793241288981483
28,Insula_L,0.012254794017395057
29,Insula_R,-0.019026201834117157
30,Cingulum_Ant_L,-0.03470856988319965
31,Cingulum_Ant_R,-0.0198686814622066
32,Cingulum_Mid_L,-0.0060776488066943465
33,Cingulum_Mid_R,-0.03512898909559517
34,Cingulum_Post_L,-0.014922663373409355
35,Cingulum_Post_R,0.010863954765888044
36,Hippocampus_L,0.1345185364501961
37,Hippocampus_R,0.29232125665874387
38,ParaHippocampal_L,0.005144949580608182
39,ParaHippocampal_R,-0.033945360764243905
40,Amygdala_L,-0.016787812589929053
41,Amygdala_R,-0.028306700856783457
42,Calcarine_L,0.030638109349112506
43,Calcarine_R,0.03670192217478459
44,Cuneus_L,0.016341679272914977
45,Cuneus_R,-0.011041827120050324
46,Lingual_L,0.030049830384267437
47,Lingual_R,0.0004602431338772384
48,Occipital_Sup_L,-0.001388344582447134
49,Occipital_Sup_R,0.005534712044018475
50,Occipital_Mid_L,-0.11743836926826068
51,Occipital_Mid_R,-0.0038446880387437952
52,Occipital_Inf_L,-0.007120917791552967
53,Occipital_Inf_R,-0.003122643976357358
54,Fusiform_L,0.03293426835518824
55,Fusiform_R,0.10320022079665803
56,Postcentral_L,-0.06699633425359121
57,Postcentral_R,-0.0944493848754915
58,Parietal_Sup_L,0.09948711966564314
59,Parietal_Sup_R,-0.020160886399271983
60,Parietal_Inf_L,-0.0006077102756476905
61,Parietal_Inf_R,-0.04024180859320088
62,SupraMarginal_L,-0.10076474416186398
63,SupraMarginal_R,0.01639301224296565
64,Angular_L,-0.06687406589363692
65,Angular_R,0.002160041131624366
66,Precuneus_L,0.007558948142137236
67,Precuneus_R,-0.027066727255336973
68,Paracentral_Lobule_L,0.029172744803924823
69,Paracentral_Lobule_R,-0.03002071407096296
70,Caudate_L,0.017790473064445315
71,Caudate_R,0.001190026425940456
72,Putamen_L,0.075335454299121
73,Putamen_R,0.015614329579940654
74,Pallidum_L,0.00023146274406821377
75,Pallidum_R,-0.002491306404238429
76,Thalamus_L,0.005158339532544503
77,Thalamus_R,-0.014599055192047218
78,Heschl_L,0.03692183851693184
79,Heschl_R,-0.018495549321954102
80,Temporal_Sup_L,0.010136532213309053
81,Temporal_Sup_R,0.00772159377541513
82,Temporal_Pole_Sup_L,-0.0002907310422056497
83,Temporal_Pole_Sup_R,-0.011243584328153072
84,Temporal_Mid_L,0.018679589319198733
85,Temporal_Mid_R,-0.022288784540780274
86,Temporal_Pole_Mid_L,0.002236727548837951
87,Temporal_Pole_Mid_R,-0.03303815503318127
88,Temporal_Inf_L,0.00036180631688755406
89,Temporal_Inf_R,0.0005553801777884715
