,region,feat_importance
0,Precentral_L,-0.044623586820440944
1,Precentral_R,-0.02506843839634443
2,Frontal_Sup_L,0.016080777599753033
3,Frontal_Sup_R,0.07754815149560322
4,Frontal_Sup_Orb_L,-0.062388194750638934
5,Frontal_Sup_Orb_R,-0.08758728049348957
6,Frontal_Mid_L,-0.07557030643017777
7,Frontal_Mid_R,-0.09742461180672009
8,Frontal_Mid_Orb_L,0.11888344649421956
9,Frontal_Mid_Orb_R,0.21701646166174926
10,Frontal_Inf_Oper_L,-0.0006453379028793816
11,Frontal_Inf_Oper_R,-0.06372591555415537
12,Frontal_Inf_Tri_L,-0.025772855624134946
13,Frontal_Inf_Tri_R,-0.07075406921061844
14,Frontal_Inf_Orb_L,0.046678697875349645
15,Frontal_Inf_Orb_R,0.006640248768855872
16,Rolandic_Oper_L,-0.030106806987128552
17,Rolandic_Oper_R,0.019896140534541192
18,Supp_Motor_Area_L,0.09957015277034337
19,Supp_Motor_Area_R,0.017532576904312803
20,Olfactory_L,0.14807479844469687
21,Olfactory_R,-0.01389909562192741
22,Frontal_Sup_Medial_L,0.18101321632915884
23,Frontal_Sup_Medial_R,0.13407489468197992
24,Frontal_Med_Orb_L,0.038006753517791675
25,Frontal_Med_Orb_R,0.06064435605391587
26,Rectus_L,-0.08166719319510704
27,Rectus_R,-0.06151965620379563
28,Insula_L,0.28433601417399956
29,Insula_R,0.5733472599169782
30,Cingulum_Ant_L,0.29285922231255124
31,Cingulum_Ant_R,0.035079930550895574
32,Cingulum_Mid_L,0.13618527856886328
33,Cingulum_Mid_R,-0.08454030499106936
34,Cingulum_Post_L,-0.05408936148944222
35,Cingulum_Post_R,-0.07381517586733864
36,Hippocampus_L,-0.04641358242132954
37,Hippocampus_R,0.006687736106414616
38,ParaHippocampal_L,0.07153239791275434
39,ParaHippocampal_R,-0.08012680365333519
40,Amygdala_L,-0.0005063912126424253
41,Amygdala_R,-0.05570856614912971
42,Calcarine_L,0.3386259362279845
43,Calcarine_R,0.18553153498207542
44,Cuneus_L,0.07668893328238031
45,Cuneus_R,-0.021058875265028837
46,Lingual_L,-0.04319543798982482
47,Lingual_R,0.07669624451841381
48,Occipital_Sup_L,0.12264068828238552
49,Occipital_Sup_R,-0.009446193297219048
50,Occipital_Mid_L,0.02137650921505259
51,Occipital_Mid_R,-0.024804695145695645
52,Occipital_Inf_L,0.027542324092767276
53,Occipital_Inf_R,0.00798181528375133
54,Fusiform_L,0.054702753437254364
55,Fusiform_R,0.009423839436984905
56,Postcentral_L,-0.0025160688624143958
57,Postcentral_R,-0.04752955892000149
58,Parietal_Sup_L,0.09944931120768664
59,Parietal_Sup_R,0.06877521014674012
60,Parietal_Inf_L,0.06313767046093235
61,Parietal_Inf_R,0.117279623345444
62,SupraMarginal_L,-0.00391193369300566
63,SupraMarginal_R,-0.09245446922320291
64,Angular_L,-0.05972013944856
65,Angular_R,-0.1057079437682567
66,Precuneus_L,0.028495080351487644
67,Precuneus_R,-0.029255338354475892
68,Paracentral_Lobule_L,0.031855544808239745
69,Paracentral_Lobule_R,-0.0007473651081198263
70,Caudate_L,0.44741112053628057
71,Caudate_R,0.34084871132036626
72,Putamen_L,0.004831857957789918
73,Putamen_R,-0.041164059714728
74,Pallidum_L,-0.01215254227150648
75,Pallidum_R,0.0788651895239317
76,Thalamus_L,0.15137869515339042
77,Thalamus_R,0.08448955518584239
78,Heschl_L,0.2067104793864691
79,Heschl_R,0.3725907013101355
80,Temporal_Sup_L,0.013816267395734378
81,Temporal_Sup_R,-0.0060250057726586315
82,Temporal_Pole_Sup_L,0.3832905069108806
83,Temporal_Pole_Sup_R,0.2869437668866012
84,Temporal_Mid_L,-0.03894804174179527
85,Temporal_Mid_R,-0.06143800500495387
86,Temporal_Pole_Mid_L,-0.04878341459906916
87,Temporal_Pole_Mid_R,-0.03229326684415185
88,Temporal_Inf_L,0.0013410279983513318
89,Temporal_Inf_R,0.008218850996400543
