,region,feat_importance
0,Precentral_L,0.24736613264018895
1,Precentral_R,0.13872889639610653
2,Frontal_Sup_L,0.10606031246842694
3,Frontal_Sup_Orb_R,0.0186194041126012
4,Frontal_Mid_L,0.041245983559732455
5,Frontal_Mid_Orb_L,0.16339462184190534
6,Frontal_Inf_Oper_R,0.008489653607881821
7,Frontal_Inf_Tri_L,0.4859877749088896
8,Frontal_Inf_Tri_R,0.1652516178833103
9,Rolandic_Oper_R,0.0657301389013241
10,Supp_Motor_Area_R,0.04019591387628976
11,Olfactory_L,-0.046008199233819234
12,Olfactory_R,-0.030735164466925483
13,Frontal_Sup_Medial_L,0.0950594177875561
14,Frontal_Sup_Medial_R,-0.03466521324736616
15,Frontal_Med_Orb_L,0.06001936394660843
16,Insula_L,0.3425316771559504
17,Insula_R,0.5353709581346093
18,Cingulum_Ant_L,0.3861965479930089
19,Cingulum_Mid_L,0.13682169304844854
20,Cingulum_Mid_R,0.07413124610302989
21,Cingulum_Post_L,0.02305074014327415
22,Hippocampus_R,-0.05570135938636977
23,ParaHippocampal_R,0.006431068113221405
24,Calcarine_L,0.005165041420874102
25,Calcarine_R,0.2201824090397257
26,Cuneus_R,0.12903877950593745
27,Occipital_Sup_R,-0.0013205874934696781
28,Postcentral_R,-0.00903729824429978
29,Parietal_Sup_R,0.13902451183237144
30,Parietal_Inf_L,0.44720879508052663
31,Parietal_Inf_R,0.02651787982264367
32,SupraMarginal_L,0.18346643057306136
33,Angular_L,0.22545668782943806
34,Precuneus_L,0.010551692604883266
35,Paracentral_Lobule_L,-0.0017321475078659354
36,Caudate_L,0.19228661677516862
37,Caudate_R,-1.625924000456358e-05
38,Putamen_R,0.3247495095938973
39,Pallidum_L,0.16163774778764073
40,Thalamus_L,0.2508587542133789
41,Thalamus_R,0.04465078515234318
42,Heschl_R,0.14358284051090817
43,Temporal_Sup_R,0.0002028903245438718
44,Temporal_Mid_L,0.050789948032864574
